x,y,condition
-30.521906,14.618444,TDAP Attack
-25.610332,19.159779,TDAP Attack
25.501245,17.258299,TDAP Attack
-10.491614,5.9774976,TDAP Attack
22.762823,18.379784,TDAP Attack
-11.544501,7.9499187,TDAP Attack
-21.328972,13.017147,TDAP Attack
31.84201,-2.9805937,TDAP Attack
27.588923,-2.8366928,TDAP Attack
25.217236,12.483252,TDAP Attack
3.540115,16.887377,TDAP Attack
31.232725,1.238585,TDAP Attack
12.385111,17.745424,TDAP Attack
19.433304,22.491034,TDAP Attack
-9.188625,7.8698754,TDAP Attack
34.8912,11.580843,TDAP Attack
-22.82723,16.077251,TDAP Attack
-17.73864,9.59621,TDAP Attack
-29.847736,19.984406,TDAP Attack
-27.269712,13.776928,TDAP Attack
-12.31813,11.631403,TDAP Attack
-22.601757,29.779388,TDAP Attack
4.9722652,23.844477,TDAP Attack
-8.002823,12.794514,TDAP Attack
6.5850477,10.933977,TDAP Attack
-22.937185,14.650328,TDAP Attack
36.592453,13.938318,TDAP Attack
-23.323227,26.86531,TDAP Attack
-28.364447,34.00152,TDAP Attack
-17.43454,9.566513,TDAP Attack
-25.73499,20.035503,TDAP Attack
42.56655,5.063059,TDAP Attack
