x,y,label
0.10765838,-12.41318,TDAP Attack
-6.6565857,0.33659068,TDAP Attack
-44.15976,-4.538653,TDAP Attack
-31.160872,-4.7926235,TDAP Attack
26.654234,-18.702644,TDAP Attack
-14.640988,-7.055656,TDAP Attack
23.054367,-18.857449,TDAP Attack
-12.5733595,-3.9471066,TDAP Attack
-22.279177,-25.745487,TDAP Attack
32.060776,16.395023,TDAP Attack
33.58017,-1.7352253,TDAP Attack
29.957592,9.14061,TDAP Attack
10.182357,24.32811,TDAP Attack
37.543446,-4.4668345,TDAP Attack
12.350909,-1.9369981,TDAP Attack
20.940351,-21.065472,TDAP Attack
-11.379433,-1.5950367,TDAP Attack
38.868874,8.761866,TDAP Attack
-24.619755,-24.945292,TDAP Attack
-7.8581424,-30.1543,TDAP Attack
-39.694023,13.301214,TDAP Attack
-30.078196,7.171126,TDAP Attack
-9.893238,1.7731186,TDAP Attack
-18.468452,12.022213,TDAP Attack
9.65989,20.700876,TDAP Attack
2.7779877,-4.3148284,TDAP Attack
5.806942,-4.4146657,TDAP Attack
-24.828503,-19.029024,TDAP Attack
41.154224,9.261149,TDAP Attack
-24.096684,17.573124,TDAP Attack
-16.150799,14.467138,TDAP Attack
-5.586567,-28.712702,TDAP Attack
-47.07188,-3.8578005,TDAP Attack
48.543736,10.860846,TDAP Attack
